Level,Compound conjunctions,Participle clauses,Gerund clauses,Relative clauses,Infinitive clauses,Subordinate clauses,Coordinate clauses,Maximum nesting depth,Depths 1-3,Sentence length,Adverbial clause modifiers,Clausal complements,Avrgwordleng,TTR (100)
4,0.826446280991735,1.51515151515152,0,4.54545454545455,10.6060606060606,30.3030303030303,25.7575757575758,7,82.4427480916031,12.5172413793103,0.0757575757575758,0,4.75757575757575,0.788030303030303
4,0,0,0,7.89473684210526,10.5263157894737,28.9473684210526,15.7894736842105,5,88.5185185185185,11.7619047619048,0.131578947368421,0,4.70850202429149,0.689864864864865
4,0.540540540540541,0,0,6.06060606060606,12.1212121212121,33.3333333333333,18.1818181818182,4,93.3673469387755,11.5625,0.151515151515152,0,5.28108108108108,0.661511627906976
4,0.223713646532438,2.5,0,2.5,10,35,20,6,85.2494577006508,12.4166666666667,0.0625,2.32558139534884,4.50669642857142,0.714154727793696
4,0.892857142857143,2.85714285714286,0,8.57142857142857,17.1428571428571,31.4285714285714,17.1428571428571,10,74.0425531914894,12.4444444444444,0.142857142857143,2.08333333333333,4.97777777777777,0.716693548387097
4,0.555555555555556,0,4,4,6,26,10,5,87.7717391304348,11.25,0.1,10.3448275862069,4.4375,0.765280898876405
4,0.967741935483871,0,0,6.25,16.6666666666667,29.1666666666667,12.5,5,86.1861861861862,11.0714285714286,0.104166666666667,0,4.40384615384615,0.712303921568627
4,0.479616306954436,3.7037037037037,0,5.55555555555556,7.40740740740741,29.6296296296296,16.6666666666667,6,72.6218097447796,14.3793103448276,0.0925925925925926,16,4.80668257756563,0.76765625
4,0.476190476190476,0,0,10.3448275862069,13.7931034482759,27.5862068965517,17.2413793103448,6,81.858407079646,13.125,0.172413793103448,0,4.51415094339622,0.756396396396396
4,0.549450549450549,0,0,10.3448275862069,6.89655172413793,24.1379310344828,17.2413793103448,5,82.7906976744186,10.7058823529412,0.172413793103448,1.88679245283019,4.67213114754098,0.679759036144578
4,0.297619047619048,0,0,12.5,14.5833333333333,33.3333333333333,16.6666666666667,7,81.3186813186813,14,0.104166666666667,1.47058823529412,4.92857142857142,0.747299578059071
5,0.594059405940594,3.07692307692308,1.53846153846154,23.0769230769231,13.8461538461538,52.3076923076923,13.8461538461538,12,57.166392092257,22.9545454545455,0.0769230769230769,0,5.23517786561264,0.784480198019802
5,0,1.49253731343284,1.49253731343284,1.49253731343284,8.95522388059701,34.3283582089552,20.8955223880597,8,77.4049217002237,13.5333333333333,0.0746268656716418,11.7647058823529,5.02696078431372,0.736993464052287
5,0,0,0,4,12,24,16,6,80.625,10.0666666666667,0.2,0,5.42384105960264,0.752499999999999
5,0.717703349282297,1.40845070422535,0,4.22535211267606,5.63380281690141,28.169014084507,15.4929577464789,5,90.5908096280087,10.45,0.0704225352112676,9.09090909090909,4.61244019138755,0.711942675159236
5,0.856531049250535,4.54545454545455,4.54545454545455,13.6363636363636,7.57575757575758,31.8181818181818,28.7878787878788,7,74.1284403669725,17.9615384615385,0.0757575757575758,2.85714285714286,4.67237687366167,0.726775067750676
5,0.646551724137931,1.0752688172043,1.0752688172043,4.30107526881721,4.30107526881721,11.8279569892473,20.4301075268817,6,90.6474820143885,7.36507936507936,0.0537634408602151,2.08333333333333,4.67372881355932,0.774895833333333
5,0,4.83870967741936,9.67741935483871,3.2258064516129,3.2258064516129,30.6451612903226,24.1935483870968,8,78.9264413518887,16.25,0.0806451612903226,2.1505376344086,4.68995633187772,0.785264623955431
5,0.710900473933649,11.4285714285714,0,11.4285714285714,2.85714285714286,28.5714285714286,14.2857142857143,10,64.8760330578512,21.1,0.142857142857143,3.7037037037037,5.44549763033175,0.781795665634674
5,0.381679389312977,3.7037037037037,0,0,14.8148148148148,25.9259259259259,18.5185185185185,6,84.3065693430657,17.4666666666667,0.185185185185185,1.78571428571429,4.42748091603053,0.748466257668711
5,0.613496932515337,4,0,16,4,40,12,4,89.7727272727273,13.5833333333333,0.2,0,5.12269938650306,0.804687499999999
5,1.53256704980843,0,0,6.45161290322581,9.67741935483871,29.0322580645161,12.9032258064516,7,84.5283018867925,14.5,0.161290322580645,0,4.77777777777777,0.741419753086419
5,0.260078023407022,4.90196078431373,11.7647058823529,19.6078431372549,8.82352941176471,48.0392156862745,13.7254901960784,12,60.186263096624,19.7179487179487,0.0490196078431373,0,5.76913099870298,0.850059347181009
5,0.67911714770798,1.21951219512195,4.87804878048781,3.65853658536585,7.31707317073171,18.2926829268293,36.5853658536585,6,79.5522388059702,15.9189189189189,0.0609756097560976,0,4.6081081081081,0.760478087649402
6,0,15.3846153846154,3.84615384615385,1.92307692307692,3.84615384615385,38.4615384615385,19.2307692307692,5,86.0294117647059,15.3636363636364,0.0961538461538462,2.04081632653061,5.36686390532544,0.849414225941423
6,2.90697674418605,0,1.78571428571429,5.35714285714286,14.2857142857143,32.1428571428571,17.8571428571429,6,86.5633074935401,12.2857142857143,0.0892857142857143,0,4.70520231213872,0.723387755102041
6,0,1.81818181818182,1.81818181818182,10.9090909090909,7.27272727272727,32.7272727272727,14.5454545454545,10,73.6842105263158,13.3103448275862,0.0909090909090909,4.54545454545455,5.32474226804123,0.789344827586208
6,0.51150895140665,0,0,7.54716981132076,11.3207547169811,20.7547169811321,16.9811320754717,8,81.9742489270386,11.8484848484848,0.0943396226415094,1.25,4.75959079283887,0.771438356164383
6,0,5.55555555555556,0,5.55555555555556,5.55555555555556,20.3703703703704,46.2962962962963,8,80,15.3888888888889,0.0925925925925926,4,5.14801444043321,0.738587570621469
6,0.613496932515337,0,5.88235294117647,14.7058823529412,8.82352941176471,35.2941176470588,17.6470588235294,10,80.2030456852792,10.1875,0.147058823529412,0.980392156862745,5.07361963190184,0.72984126984127
6,0.740740740740741,2.4390243902439,0,19.5121951219512,4.87804878048781,34.1463414634146,7.31707317073171,8,78.5016286644951,11.25,0.121951219512195,2.4390243902439,5.09926470588235,0.793801169590643
6,0,3.77358490566038,0,9.43396226415094,9.43396226415094,32.0754716981132,13.2075471698113,6,83.1295843520782,12.1034482758621,0.0943396226415094,1.92307692307692,5.17948717948718,0.807287449392713
6,0,0,2.17391304347826,2.17391304347826,4.34782608695652,19.5652173913043,30.4347826086957,6,76.6265060240964,14.7391304347826,0.108695652173913,1.85185185185185,4.69883040935672,0.771275720164609
6,0.364963503649635,0,2.4390243902439,17.0731707317073,2.4390243902439,31.7073170731707,19.5121951219512,8,73.0061349693252,13.7,0.121951219512195,2.94117647058823,4.80656934306569,0.797976878612717
6,0.510204081632653,6.89655172413793,3.44827586206897,17.2413793103448,10.3448275862069,44.8275862068966,10.3448275862069,7,66.0633484162896,15.0769230769231,0.172413793103448,9.75609756097561,5.22959183673469,0.859374999999999
6,0.543478260869565,0,0,8.82352941176471,5.88235294117647,17.6470588235294,20.5882352941176,7,89.3271461716937,8.76190476190476,0.0735294117647059,2.4390243902439,4.67385444743935,0.72080586080586
6,1.01010101010101,0,0,6.66666666666667,3.33333333333333,10,16.6666666666667,6,83.8842975206612,9,0.166666666666667,3.44827586206897,4.98484848484848,0.696138613861386
6,0,10.4166666666667,2.08333333333333,6.25,8.33333333333333,31.25,25,8,78.8690476190476,14,0.104166666666667,2.08333333333333,4.9593220338983,0.795803108808291
6,0,0,0,28,4,36,20,12,56.9672131147541,20.0909090909091,0.2,4,5.52702702702702,0.798780487804877
6,0.29585798816568,2.04081632653061,4.08163265306122,10.2040816326531,4.08163265306122,30.6122448979592,26.530612244898,6,76.4397905759162,16.0952380952381,0.102040816326531,0,5.06489675516224,0.819958158995817
6,0.793650793650794,4,0,12,12,40,12,11,65.9722222222222,21,0.2,4,4.8695652173913,0.785555555555555
6,0.286532951289398,2.4390243902439,0,7.31707317073171,7.31707317073171,17.0731707317073,21.9512195121951,5,88.1401617250674,13.96,0.121951219512195,7.31707317073171,5.0429799426934,0.735120967741934
6,0,3.2258064516129,3.2258064516129,12.9032258064516,16.1290322580645,35.4838709677419,16.1290322580645,7,74.1258741258741,16.6666666666667,0.161290322580645,12.9032258064516,5.06666666666666,0.855065789473683
6,0.410677618069815,8.19672131147541,9.83606557377049,4.91803278688525,14.7540983606557,40.9836065573771,9.83606557377049,12,66.607460035524,16.2333333333333,0.0819672131147541,6.55737704918033,5.68442622950819,0.897083333333332
6,0,8.88888888888889,0,8.88888888888889,13.3333333333333,31.1111111111111,11.1111111111111,8,77.8145695364239,10.0384615384615,0.111111111111111,4.44444444444444,5.49811320754717,0.874285714285714
6,0.980392156862745,3.57142857142857,0,17.8571428571429,0,28.5714285714286,7.14285714285714,6,80.0829875518672,11.3333333333333,0.178571428571429,3.57142857142857,4.75480769230769,0.809904761904761
6,0.842696629213483,2,4,4,6,32,12,6,81.1557788944724,12.7142857142857,0.1,0,4.43417366946778,0.747677165354329
6,1.05263157894737,2.85714285714286,0,14.2857142857143,11.4285714285714,34.2857142857143,17.1428571428571,8,67.3202614379085,16.7647058823529,0.142857142857143,5.71428571428571,4.74125874125874,0.794408602150538
6,0.43956043956044,4.28571428571429,7.14285714285714,12.8571428571429,8.57142857142857,40,12.8571428571429,7,80.6883365200765,13.7878787878788,0.0714285714285714,0,4.96483516483516,0.795457142857143
6,0.726392251815981,0,3.38983050847458,15.2542372881356,16.9491525423729,38.9830508474576,8.47457627118644,11,70.7368421052632,13.3225806451613,0.0847457627118644,3.38983050847458,4.99277108433735,0.787943037974684
6,0,3.7037037037037,0,25.9259259259259,3.7037037037037,37.037037037037,18.5185185185185,8,68.1992337164751,18.9166666666667,0.185185185185185,7.40740740740741,4.90393013100436,0.78109375
6,0.234741784037559,5.47945205479452,1.36986301369863,8.21917808219178,9.58904109589041,32.8767123287671,15.0684931506849,6,82.8326180257511,11.2105263157895,0.0684931506849315,0,5.46244131455399,0.799449541284403
6,0.412654745529574,3.41880341880342,0.854700854700855,10.2564102564103,5.98290598290598,24.7863247863248,33.3333333333333,7,77.5800711743772,14.8367346938776,0.0427350427350427,0,4.57493188010899,0.779743589743589
6,0.833333333333333,4.34782608695652,0,8.69565217391304,8.69565217391304,23.9130434782609,19.5652173913043,7,73.75,13.8461538461538,0.108695652173913,2.17391304347826,5.21606648199446,0.817404580152671
6,0.597014925373134,2.04081632653061,2.04081632653061,10.2040816326531,8.16326530612245,30.6122448979592,18.3673469387755,6,82.3369565217391,13.4,0.102040816326531,0,4.99703264094955,0.819025423728815
